images,captions
670,A man at a wedding with a drink in his hand.
671,A man in a vintage tuxedo opens his mouth while holding a beer.
672,A man in a tux is holding his drink and posing. 
673,a person wearing a suit and tie 
674,A man holding a glass full of beer in his right hand.
675,A man is seated with a kite on the ground beside him.
676,A man working on a kite in a house.
677,A man is sitting on a bench working on a kite.
678,A man holding a colorful kite inside of a building.
679,The man is sitting next to a colorful kite beside him. 
680,a skateboarder with out a shirt is doing an aerial trick
681,A shirt less rider jumping in the air with a skate board.
682,The boy is having fun doing tricks on his skateboard.
683,A boy jumping in the air with a skateboard.
684,a person jumping a skateboard thru the air
685,Guy jumps high in the air on his skateboard off the hill ramp
686,A person jumping up into the air on a skateboard.
687,Black and white photo of skaterboarder in air over pile of gravel
688,A man on a skateboard is high in the air.
689,The skateboarder is attempting a tricky high maneuver.
690,A man at the park flying a purple kite.
691,A man flying a kite on a green park.
692,Man leans forward and attempts to control a small kite. 
693,A man is starting to fly a kite at a park.
694,A man playing games on the lawn on a sunny day.
695,A young boy is preparing food over the stove. 
696,A young boy is preparing to make two pizzas from scratch.
697,a boy putting tomato sauce on some pizza crusts 
698,A boy is making pizzas in a kitchen. 
699,a boy is in the kitchen putting sauce on pizza dough
700,A man on skies stirring up a cloud of snow.
701,A person on skis going through the heavy snow.
702,Man in green coat going down a snowy trail. 
703,A person is riding down a hill in the snow.
704,a male snow skier in a green jacket and some trees
705,A small child standing next to a train at a station.
706,A young child is standing alone near a blue train. 
707,A boy standing in an empty train station next to a train.
708,a child walking by himself in an outside train station with a train pulled into the station 
709,A small child standing next to a blue and white train.
710,A man leans against the front door of a tour bus in the sun
711,The man is leaning against the bus.  
712,A smiling man stands beside a large bus with a compass on the side.
713,A man stands with his hand on the door of a tour bus.
714,A person that is flying a kite in the air.
715,A girl flies a kite over her head. 
716,A little girl is jumping and flying a colorful kite.
717,A pretty little girl flying a kite on a lush green field.
718,A little girl flying a pink and purple kite with polka dots.
719,A young boy wearing a tie while using a cell phone.
720,Boy sitting at table with food and a cellphone.
721,a small child sitting at the table wearing a neck tie
722,A little boy at a dining table wearing a tie and holding a cell phone.
723,A boy holding his tie and a cell phone sitting at a table in front of a bowl of cereal.
724,A skateboarder is on top of a cement bowl.
725,A man on a skateboard is doing a trick.
726,A male skateboarder is trying to pull off a trick on the ramp. 
727,a man doing a skateboard trick on top of pool 
728,A man on a skateboard wearing a helmet and safety pads while riding in an empty swimming pool.
729,A man on a court swinging a tennis racket.
730,A tennis player is looking up to the sky.
731,A black and white photo of a man playing tennis.
732,Black and white photograph of a man playing tennis
733,A man swinging a tennis racket in a t-shirt
734,A man in orange shirt playing a game with a Nintendo Wii controller.
735,a person jogging in place playing nintendo wii
736,A person is looking at a television holding a Wii controller.
737,A man in his living room playing a game on his wii.
738,The man is playing video games on the Wii. 
739,A little kid holding an umbrella on a street.
740,A young girl holds up a pink umbrella. 
741,A young girl holding an umbrella on the sidewalk.
742,A young girl is holding a pink striped umbrella.  
743,A little girl standing on the sidewalk under an umbrella.
744,A man riding a wave on top of a surfboard.
745,A person is riding a wave on a surfboard.
746,A young male surfing a wave in the ocean on a sunny day.
747,a person on a surf board riding on the waves 
748,A person wearing a yellow shirt rides a surf board.
749,a person riding a skate board on a city side walk
750,The young man is riding his skateboard down the sidewalk. 
751,A person riding a skateboard on a sidewalk in front of a house.
752,a teenage boy riding a skateboard on a driveway
753,an image of a boy playing on a skateboard
754,Woman standing in a park with a tennis racket.
755,Old photograph of woman in long skirt with badminton racket in a park.
756,A woman holds a badminton racket in a park.
757,A woman is holding a badmitton racket in a park.
758,A women holding a tennis racquet while outside.
759,A baseball player pitching a ball during a game.
760,The ball player is preparing to pitch the ball.
761,A baseball pitcher with the number 22 on his uniform winding up for a pitch.
762,A baseball pitcher is in full wind up to unleash the ball.
763,A man winding up and about to pitch the ball to the batter.
764,A guy on a surfboard in the ocean riding a wave.
765,A person is riding on a surfboard as a wave dies down.
766,a man surfing in the water next to a beach. 
767,"The surfer looks pretty wiped out, no pun intended."
768,A guy wearing a white shirt in the ocean on a surfboard. 
769,Man in grey shirt and sunglasses talking on a cellphone.
770,an image of a man talking on his cellphone
771,A man with sunglasses on talking on his cell phone.
772,A man with glasses is making a call through a cellphone.
773,Young man using mobile phone while standing next to signage.
